coef_lz_1_zscore,coef_lz_1_shuff_zscore,lz_1_zscore-lz_1_shuff_zscore
0.4501526699317386,0.08132259619419581,0.3688300737375428
0.4751107012522133,0.03016013641793938,0.44495056483427387
0.4438875340240508,0.00794885570929173,0.4359386783147591
0.38161113284213705,0.03835540244214641,0.34325573039999063
0.4902131935448369,0.037168251275429665,0.4530449422694072
0.41090349820750344,-0.02570010069650112,0.4366035989040046
0.3990334759298134,-0.01951552028091361,0.41854899621072705
0.501385480078736,-0.11602418465792012,0.617409664736656
0.39703080774252625,-0.009461138862747447,0.4064919466052737
0.4373945059432957,-0.018628180614224697,0.45602268655752043
0.4293971643809633,-0.02457672943368405,0.45397389381464737
0.39925776537999036,-0.029240661170032756,0.4284984265500231
0.4054825614608425,0.010930404134189097,0.3945521573266534
0.5295105806803985,-0.030463609201366346,0.5599741898817648
0.34841166046622907,-0.01754539019132007,0.36595705065754913
0.4443244757157997,0.07995995763401662,0.36436451808178305
0.37298766832632685,0.05026758996909307,0.32272007835723376
0.4476495409569042,-0.07552447719973973,0.5231740181566439
0.42874220914132677,-0.07239458171490804,0.5011367908562347
0.39607422190896957,0.04869486188959913,0.3473793600193704
0.4293964989617126,0.03827830704186635,0.39111819191984626
0.4598328449151967,0.020947839560714613,0.4388850053544821
0.4073237336719604,-0.008843963392739863,0.41616769706470025
0.41443411363383237,0.010351843327304211,0.40408227030652816
0.47153682814526093,-0.03627567449335143,0.5078125026386123
0.4212915055386095,0.04367284909351576,0.37761865644509374
0.49665056263002594,-0.051471390369223116,0.548121952999249
0.4570981073274341,-0.10314525360189412,0.5602433609293282
0.40592772095684565,0.06717001607145089,0.33875770488539475
0.3965118725297401,-0.06975490453936413,0.4662667770691042
0.4576703183997017,-0.009064963401153507,0.46673528180085516
0.4089349643875889,-0.024561871100788262,0.4334968354883772
0.4568971178699068,-0.0017241002948319342,0.4586212181647387
0.40504695568359095,-0.054357516222191794,0.45940447190578276
0.4173228218226854,-0.024036768723216192,0.44135959054590157
0.46821006163971585,-0.020806679398737093,0.48901674103845294
0.517873280692346,0.02601683152839217,0.49185644916395377
0.3954604434223114,-0.06027467129419216,0.4557351147165036
0.44656016887124206,0.06380470224076538,0.38275546663047666
0.33802820124582067,0.036702411449152185,0.30132578979666846
0.4601538284876609,0.025931219784983712,0.4342226087026772
0.4312080792561152,0.004240023755592039,0.4269680555005232
0.47284801627784795,0.008499407629422981,0.464348608648425
0.4328124257202951,0.026950452051375955,0.40586197366891913
0.38864188941097577,0.01616998670938906,0.3724719027015867
0.4366247878254934,-0.12064988959583671,0.5572746774213301
0.49239835255178616,-0.031409452156566826,0.523807804708353
0.4981787427495945,0.04981087415545089,0.4483678685941436
0.4374551988720167,-0.04404569473122114,0.4815008936032379
0.4298712557811302,-0.011437637470033912,0.4413088932511641
0.4038075839962115,-0.0035388100220960037,0.4073463940183075
0.40460518267578705,-0.02994810904739641,0.43455329172318347
0.4803320966968044,-0.026628629988818625,0.506960726685623
0.4814043254054944,0.04622612470310984,0.43517820070238455
0.4689246290771456,0.032109419293687116,0.4368152097834585
0.3892956024203861,-0.008327042021089203,0.39762264444147527
