coef_lz_mean_zscore,coef_lz_mean_shuff_zscore,lz_mean_zscore-lz_mean_shuff_zscore
0.43063297027758707,0.0450576444746786,0.3855753258029085
0.4509434322356633,-0.07258703037706438,0.5235304626127277
0.41964429073568915,-0.0677335108083195,0.48737780154400867
0.35318991683557277,0.03781319851455104,0.3153767183210217
0.47015483841802036,0.036905334471187407,0.4332495039468329
0.3788823063346983,0.06009675056909294,0.3187855557656054
0.3753668759309458,0.0628964989813995,0.3124703769495463
0.47808757482383313,-0.012503962845018736,0.4905915376688519
0.3775013495316775,-0.0394901307715793,0.41699148030325683
0.4119478906956267,-0.05062281654793904,0.46257070724356575
0.4100285303032438,-0.0030021536692534886,0.4130306839724973
0.3706660000352836,-0.015150313585923728,0.38581631362120733
0.38251173780083075,-0.015501379884296364,0.3980131176851271
0.5029837803074442,-0.025584155774107407,0.5285679360815516
0.32300465668157985,0.04493358192691246,0.2780710747546674
0.41558705396709433,-0.06190201378278822,0.47748906774988253
0.3462746272386634,0.02377811460382053,0.3224965126348429
0.42055951393818386,-0.00941222219551101,0.4299717361336949
0.40374319006443443,-0.0022579527263743666,0.4060011427908088
0.3714656041024495,-0.07814169243549904,0.4496072965379485
0.39612457807317225,-0.019643222783855278,0.4157678008570275
0.4350671927671189,0.006470697226344611,0.4285964955407743
0.3845764948496698,0.037203860328268536,0.34737263452140127
0.38820421912013425,-0.034317441635751414,0.42252166075588565
0.44180467696769476,0.007739194104661396,0.43406548286303337
0.39027088962334455,-0.03572025969633048,0.425991149319675
0.4610113927325509,0.027196268729671687,0.4338151240028792
0.4277445153799119,-0.05273513820933948,0.4804796535892514
0.3815342328955191,0.007321318023690335,0.37421291487182873
0.3691137385844083,-0.03606643470235782,0.40518017328676614
0.4381366214182054,-0.05634919136859795,0.49448581278680337
0.38457847579522364,0.009487024793206678,0.37509145100201696
0.4358622094608285,0.012576797100597859,0.42328541236023065
0.37412969302109567,0.06739152534349732,0.3067381676775983
0.39797638291725895,0.02895796506622889,0.36901841785103007
0.43643844519335384,0.03357960022007244,0.4028588449732814
0.4958565868693476,0.04205399347442714,0.45380259339492046
0.3707026319888835,0.0006316441696710343,0.37007098781921244
0.41887166733593695,-0.033542924611095995,0.45241459194703293
0.3123111732398171,0.05901079803260835,0.25330037520720877
0.43633588271383916,-0.03963132992928259,0.47596721264312175
0.40727838632006186,0.04490547638171296,0.3623729099383489
0.44834313446670854,0.027739496541950775,0.42060363792475775
0.4005681439570395,-0.01767062362672056,0.41823876758376005
0.36656331815698995,-0.024879101869578785,0.3914424200265687
0.4095630983235356,0.026391768453994425,0.38317132986954117
0.4720393215033195,0.013724683058508779,0.45831463844481074
0.47540228786993477,-0.05144052331432599,0.5268428111842608
0.40781155466416136,0.0069335337556466715,0.4008780209085147
0.4089043976797665,-0.07221220548429083,0.48111660316405735
0.3787360547324163,0.010990802697448801,0.3677452520349675
0.3759543582231008,-0.05466638367972988,0.4306207419028307
0.4534783122706133,-0.02626344574102284,0.47974175801163615
0.4528328537546445,-0.046712262833846614,0.4995451165884911
0.4412575691549521,-0.022378024156008133,0.46363559331096027
0.3620191649552321,-0.030499195987219993,0.3925183609424521
0.3399725787026462,-0.03747071464670313,0.37744329334934934
0.41186014803625337,-0.04156260359728988,0.45342275163354323
0.43047408469174364,-0.02814034747994627,0.4586144321716899
0.36718032190612093,-0.004959916599002183,0.3721402385051231
0.4295909476900168,0.00479163664814115,0.4247993110418757
0.4159711233200467,0.05265783623208506,0.3633132870879616
0.40094530058141714,0.017785468792929072,0.38315983178848806
0.3697582619759548,0.0030548781971816512,0.36670338377877315
0.3952696423775175,0.04527499842260753,0.34999464395491
0.36652237136574883,0.09748079317667334,0.2690415781890755
0.5002198504537565,-0.06924676406541831,0.5694666145191748
0.42590543964485195,-0.10462848413733494,0.5305339237821869
0.46778130777893445,0.023115833059552594,0.44466547471938184
0.4925323609115654,0.04699093817702678,0.4455414227345386
0.37550138779349723,0.07420130331005709,0.30130008448344014
0.44160022919663955,0.025925654859658715,0.41567457433698085
0.40644486849792033,0.11510518090573112,0.2913396875921892
0.3055393518215791,-0.032313950324778073,0.33785330214635717
0.36793891290178193,-0.023704381310374254,0.3916432942121562
0.4579383417122088,0.05913330851167624,0.39880503320053257
0.3718169916358503,0.10306129358170311,0.2687556980541472
0.4000977188029895,-0.043225052930643285,0.44332277173363277
0.3264777057750332,0.11825170275370894,0.20822600302132427
0.38690009078118176,-0.07462302185958467,0.4615231126407664
