coef_ml_zscore,coef_ml_shuff_zscore,ml_zscore-ml_shuff_zscore
-0.1541134936170367,0.03702569257728251,-0.1911391861943192
-0.12775042764938838,0.08963077088825429,-0.21738119853764265
-0.19609823410359212,0.026546654332720937,-0.22264488843631305
-0.1663051681146729,-0.014762935408968851,-0.15154223270570405
-0.13172467059174311,-0.04964713526009827,-0.08207753533164484
-0.12469717758809117,-0.04702721620317122,-0.07766996138491994
-0.13242022876584078,-0.00012387283823483408,-0.13229635592760594
-0.1942030275994479,-0.0076325101243607234,-0.18657051747508718
-0.14247828787013797,0.005824099164514045,-0.148302387034652
-0.16638415806467693,0.02076969457359698,-0.18715385263827392
-0.11705145458259388,-0.036888162866350584,-0.08016329171624328
-0.11653147421525901,-0.02738909474897786,-0.08914237946628115
-0.1499485022243065,0.03081267473990168,-0.18076117696420818
-0.11829666487040717,0.0024341513344372507,-0.12073081620484442
-0.20827892059571576,-0.02796819312388484,-0.1803107274718309
-0.14897294876540557,-0.06514296723068899,-0.08382998153471657
-0.1373103154821951,-0.030169118629864197,-0.10714119685233091
-0.1652715842032424,-0.04280944325223647,-0.12246214095100592
-0.19263155326527803,0.001020039086522321,-0.19365159235180035
-0.1485182113662514,0.03466545035578722,-0.18318366172203862
-0.1534418921817619,-0.0010545056198289792,-0.15238738656193293
-0.15644172351128255,-0.016815127068678312,-0.13962659644260422
-0.14284047098828323,0.02249005009941858,-0.1653305210877018
-0.16355846471625118,-0.022468793009543013,-0.14108967170670816
-0.166264045370817,0.013918413891894412,-0.1801824592627114
-0.10838294144775706,-0.04846307231802959,-0.05991986912972747
-0.09635781879567816,-0.06313816986147194,-0.03321964893420622
-0.164943908111217,0.043493338850762724,-0.20843724696197974
-0.0764877955323048,0.026263959929610985,-0.10275175546191578
-0.15799733588006903,0.04740269692646181,-0.20540003280653085
-0.12236416247455059,-0.0025766585546874816,-0.1197875039198631
-0.16352318706460822,-0.06636004178468247,-0.09716314527992576
-0.1514938866033256,0.0247829766393312,-0.17627686324265682
-0.08953421481651576,-0.010894129900103543,-0.07864008491641222
-0.16735173364823813,0.032443323043155524,-0.19979505669139366
-0.13442472393392849,0.054301355278366326,-0.1887260792122948
-0.12072479531046665,0.014067803255765418,-0.13479259856623207
-0.1699877183726966,-0.04302999413781518,-0.12695772423488144
-0.1876127704742277,0.07499052052451995,-0.26260329099874763
-0.17947675158976548,-0.044954726790627605,-0.13452202479913788
-0.1554085037215208,0.011135910778300255,-0.16654441449982105
-0.09642610596354328,-0.003088698740645121,-0.09333740722289817
-0.14356653270978087,-0.01673076687960963,-0.12683576583017125
-0.1964557727757135,0.022315532929783676,-0.21877130570549716
-0.13831504523829402,0.013729492095395923,-0.15204453733368994
-0.1435450970526968,0.019298650247975054,-0.16284374730067186
-0.18175799666645479,-0.04715199965886514,-0.13460599700758963
-0.14098367101579956,0.0013392179869522295,-0.14232288900275178
-0.19216201490453333,0.06919353967695135,-0.2613555545814847
-0.16279484422359725,0.0010467046355463563,-0.1638415488591436
-0.14709982003179872,-0.06379194699074027,-0.08330787304105845
-0.1057926136373509,-0.03803710513051739,-0.06775550850683351
-0.12912959101690946,0.0012128725069633923,-0.13034246352387285
-0.15610508844522025,0.04873219646183581,-0.20483728490705605
-0.17953552962475533,-0.019477558513349653,-0.16005797111140568
-0.18291459613783817,-0.003319182984376872,-0.1795954131534613
-0.1372353740899709,0.004474118823629186,-0.1417094929136001
-0.12794869868337447,0.030804476999537513,-0.15875317568291197
-0.20065810642097498,0.03265127230826359,-0.23330937872923857
-0.14745071682554145,0.021718616780139394,-0.16916933360568084
-0.1836328829137275,-0.04983177107168125,-0.13380111184204627
-0.126232602673239,0.02761954735121131,-0.1538521500244503
-0.1800004712159816,-0.023982465265945024,-0.15601800595003656
-0.11334542206706691,0.01480752023607662,-0.12815294230314353
-0.1585089690001552,0.01672272379243717,-0.17523169279259238
-0.08668087809886037,-0.031295044728739715,-0.05538583337012065
-0.14545286011905134,-0.010381716550266516,-0.13507114356878483
-0.12883375309666187,-0.02485510060653014,-0.10397865249013173
-0.15803057846336482,0.05232970606217946,-0.21036028452554428
-0.14921852753652648,-0.011281681791023561,-0.1379368457455029
-0.11385281822159861,-0.053399354033940305,-0.060453464187658304
-0.13160420546814386,-0.010712705676195502,-0.12089149979194835
-0.13604828069674899,-0.025342082876736765,-0.11070619782001222
-0.17454682475147248,-0.007817935082103992,-0.1667288896693685
-0.12109637702165955,-0.0038609485782176035,-0.11723542844344195
-0.16027743755537047,0.03170128416463961,-0.19197872172001007
-0.1245909797072318,-0.0019471407837409178,-0.12264383892349089
-0.1354553830905769,0.008624974226897387,-0.1440803573174743
-0.15955072164795903,-0.028181550716926348,-0.13136917093103267
-0.1223356292135942,-0.01650347563091879,-0.1058321535826754
-0.18085698486192348,0.024770763368092197,-0.20562774823001567
-0.14539942108144202,0.08263366648733585,-0.22803308756877788
-0.17909355609579844,-0.03903104466876431,-0.14006251142703413
-0.1397746648392001,-0.01416880265187164,-0.12560586218732844
-0.14893412678065415,0.032697393884186014,-0.18163152066484017
-0.14397518464320275,-0.02990945647592839,-0.11406572816727435
-0.1914602799724246,-0.05726536449680485,-0.13419491547561974
-0.17956180120526435,0.026426614550757642,-0.205988415756022
-0.17837662600846885,0.059100425994245115,-0.23747705200271396
-0.19394149028440436,-0.0640951356002444,-0.12984635468415995
-0.1697268604416421,-0.007628443758673722,-0.16209841668296837
-0.1133513321351979,-0.01884391119867732,-0.09450742093652058
-0.1942030989822315,0.05158886197748331,-0.2457919609597148
-0.17528122752836334,-0.018304240481936462,-0.15697698704642687
-0.11613515668670074,0.06853303917838441,-0.18466819586508515
-0.10925511435228662,-0.012790365967732469,-0.09646474838455416
-0.13118945589456846,-0.01958750185167057,-0.11160195404289788
-0.1409493320320774,0.04228728490110828,-0.1832366169331857
-0.16343732354410986,0.016508430880307796,-0.17994575442441765
-0.10563221146359054,-0.0590448382482336,-0.04658737321535694
-0.16044551060746748,-0.12868828273774707,-0.031757227869720406
-0.19317146762945148,0.011382905105354207,-0.20455437273480567
-0.21172648586842147,0.014557763350879773,-0.22628424921930124
-0.11201957926467666,0.021601450716570946,-0.1336210299812476
-0.1465212891341776,0.07151330322493987,-0.21803459235911749
-0.16813995833072118,0.033243732182499305,-0.20138369051322047
-0.12227895871119764,-0.018401615810931495,-0.10387734290026614
-0.15691593781637492,0.025559780543854736,-0.18247571836022966
-0.12801142599539667,0.009205967466477963,-0.13721739346187461
-0.14136501430322093,-0.023326960765337034,-0.1180380535378839
-0.13279982655760494,-0.007620935371812543,-0.1251788911857924
-0.13426275021630843,0.026782268207497507,-0.16104501842380595
-0.15850385780360646,-0.0072390179075986615,-0.1512648398960078
-0.12464736358922604,-0.012113251164559366,-0.11253411242466667
-0.1777640924711449,0.04628986943590569,-0.2240539619070506
-0.19182477870722017,0.015358535450565581,-0.20718331415778576
-0.11300149777928285,-0.025779618478236507,-0.08722187930104634
-0.10839421830188731,0.05309540558426831,-0.16148962388615562
-0.14032609926618306,0.00727581420324345,-0.1476019134694265
-0.1383960175858879,0.05967279342181245,-0.19806881100770035
-0.12874406503199573,0.0372168765105729,-0.16596094154256863
-0.12085033410570879,-0.08625745158520799,-0.0345928825205008
-0.1238202798605912,0.0023280044225975982,-0.1261482842831888
-0.13532365074840502,0.02310544968199548,-0.1584291004304005
-0.16800344721688382,0.013842029225877116,-0.18184547644276094
-0.1570196587024478,-0.0603903523245297,-0.0966293063779181
-0.12181008486972104,-0.02984150586105505,-0.091968579008666
-0.1658815729783842,-0.008854389645698105,-0.15702718333268612
-0.14296980765511422,-0.03876819367428665,-0.10420161398082757
-0.15722005759524277,0.01943455414198656,-0.17665461173722932
-0.10048179629772544,-0.049464055180307186,-0.051017741117418254
-0.145743745785388,0.003862409365190889,-0.1496061551505789
-0.26085984482225455,-0.023070618363125166,-0.2377892264591294
-0.11961318153645781,-0.023556727307018268,-0.09605645422943954
-0.12109155131668682,-0.004227455891863483,-0.11686409542482334
-0.16479702116556647,0.020973786690780476,-0.18577080785634695
-0.1368179846324084,-0.021408502546340673,-0.11540948208606773
-0.14242302555212283,0.07070750029308298,-0.2131305258452058
-0.1338334469556565,-0.007068090082392543,-0.12676535687326396
-0.1338127590170206,0.015910261690467928,-0.14972302070748855
-0.11163548758457678,0.03081840375946317,-0.14245389134403996
-0.11022707436966013,-0.03405860797011338,-0.07616846639954675
-0.13811346700343483,-0.029926354968590484,-0.10818711203484434
-0.1511079906390543,-0.0008099191446855095,-0.1502980714943688
-0.1633985430466974,-0.06594225645546681,-0.0974562865912306
-0.15461508619948805,-0.054908053924876285,-0.09970703227461176
-0.13362244327098383,0.036545101856621624,-0.17016754512760546
-0.17067401343469907,0.0015321861468191112,-0.17220619958151817
-0.1902324564863051,-0.0506178609645002,-0.13961459552180489
-0.15519850516574768,0.06659810792792158,-0.22179661309366927
-0.11770348495102426,-0.03138322385893996,-0.0863202610920843
-0.1609229341005376,0.01625106560921934,-0.17717399970975695
-0.1662338818113114,-0.010658976038272107,-0.1555749057730393
-0.14633243193716178,0.04833906678461133,-0.1946714987217731
-0.15659852113481781,0.01843571123611854,-0.17503423237093635
-0.14434224432152762,0.027678859561748488,-0.1720211038832761
-0.19206872420297286,0.03358457988757521,-0.22565330409054807
-0.1425441443442616,0.00405699482389545,-0.14660113916815706
-0.18077542892082046,-0.030565659889544513,-0.15020976903127595
-0.14174007667431102,-0.005717566603020739,-0.13602251007129026
-0.10684842790281088,0.005298368162978184,-0.11214679606578906
-0.13578103674345823,0.0013529387188962855,-0.1371339754623545
-0.16321031460706822,0.0026131183203555236,-0.16582343292742374
-0.1717057163743167,-0.02660725890690789,-0.1450984574674088
-0.1408646045111224,-0.01741017684584782,-0.12345442766527458
-0.1507835463547941,-0.030357020160770076,-0.12042652619402403
-0.14148702173420963,0.018920147574201587,-0.1604071693084112
-0.1592598902551108,0.009183048355672378,-0.1684429386107832
-0.11685077135311295,0.06600108695397133,-0.18285185830708428
-0.14230450543761164,0.006762848586021593,-0.14906735402363322
-0.13516557825925227,-0.008034453017421566,-0.1271311252418307
-0.1383890153213486,-0.013384492760870838,-0.12500452256047775
-0.15607515606512226,-0.02689745932397898,-0.12917769674114327
-0.1605372024350877,0.041029259685258834,-0.20156646212034654
-0.16278549574177578,-0.0576773316479855,-0.10510816409379029
-0.20122169410806945,0.03579739284542911,-0.23701908695349855
-0.12199671316149654,-0.001960088500969934,-0.12003662466052661
-0.13885169676544748,0.01925071385066103,-0.15810241061610852
