coef_lz_zscore,coef_lz_shuff_zscore,lz_zscore-lz_shuff_zscore
0.03822939784706388,-0.22277105506217834,0.26100045290924223
0.16878015618606296,-0.0336221452948023,0.20240230148086524
0.3468411270943433,-0.057454253757460355,0.4042953808518036
0.2701316175324489,-0.04835159792008034,0.3184832154525292
0.040860223717465255,-0.026922784507472697,0.06778300822493795
0.05451384066200941,-0.1026554707290674,0.15716931139107682
0.17890949225578406,0.3163384366725426,-0.13742894441675851
0.0641447326401232,0.20246790132230474,-0.13832316868218153
0.22151486195973014,0.033076929899906404,0.18843793205982373
0.2802277866337438,-0.1489584116174784,0.4291861982512222
0.18717045275315153,0.16673098981554976,0.020439462937601766
0.366640320120345,0.1252230951262941,0.24141722499405088
0.07333140865124468,0.09804093032537708,-0.0247095216741324
0.21814020568034076,0.06249214047844709,0.15564806520189367
0.06776262676642812,-0.1834236812783305,0.2511863080447586
0.11975136020884049,0.23017102848597762,-0.11041966827713713
0.2526387400398273,0.15958552885203234,0.09305321118779494
0.178710780597527,0.05389220116303167,0.12481857943449534
0.2070700881863069,-0.06942389659829933,0.27649398478460624
0.24832763424632673,-0.15789776846454512,0.4062254027108718
0.20503268599064292,-0.19654215614146814,0.40157484213211103
0.14793632787783295,0.049830186660606714,0.09810614121722624
0.15244627015243367,-0.034955847434667245,0.1874021175871009
0.05106276504733676,-0.051403123004534715,0.10246588805187148
0.1463331743604249,-0.008242585896222343,0.15457576025664724
0.22271501569340665,0.2097041939860856,0.01301082170732104
0.0927928013240682,-0.16061427773233689,0.2534070790564051
0.14861017403128238,-0.056789973026551734,0.2054001470578341
0.10492260288979709,-0.030282146993874104,0.1352047498836712
0.2139277091536693,0.023051569496826466,0.19087613965684283
0.18973840387292598,-0.036936112979951495,0.22667451685287748
0.09698163354931978,0.06381723409412407,0.03316439945519571
0.11565399494608875,-0.1460796376689859,0.26173363261507465
0.1347916460277022,-0.08970146639194247,0.22449311241964465
0.05634303814343195,-0.009936308450457952,0.0662793465938899
0.08764546468750808,-0.07621846721356991,0.163863931901078
-0.012566443496086478,-0.03191788172246463,0.019351438226378154
0.11273499362165287,-0.22109892623608102,0.3338339198577339
0.11169506825004963,0.0777468443287891,0.033948223921260526
-0.1014854481843941,-0.1065713974235013,0.005085949239107199
0.28086599760929165,0.06611974563677459,0.21474625197251707
0.18347702660934279,-0.13383185959199478,0.31730888620133757
0.22723514518936547,0.0492806058996454,0.17795453928972008
0.228701199246118,0.2519094488822028,-0.023208249636084782
0.23275187438097794,0.09658216528780134,0.1361697090931766
0.09191663921933024,-0.16423712948932725,0.25615376870865747
