coef_lz_1_zscore,coef_lz_1_shuff_zscore,lz_1_zscore-lz_1_shuff_zscore
-0.4080410440950193,-0.03595377303540664,-0.37208727105961265
-0.4068817931727679,0.07354352221930262,-0.4804253153920705
-0.3647378337037083,0.00047450397785240683,-0.36521233768156075
-0.33348250549461506,-0.039934816722603926,-0.29354768877201115
-0.34521478684009405,-0.016669139553026627,-0.3285456472870674
-0.3366897305588209,0.052126058310922097,-0.388815788869743
-0.3397903749615771,-0.015042523870813547,-0.32474785109076354
-0.2592078837033901,-0.01259139617929969,-0.2466164875240904
-0.3697767283681836,-0.034654026335677275,-0.3351227020325063
-0.34414475029249253,0.026581092908906128,-0.3707258432013987
-0.35860231388528196,0.01636743581147913,-0.3749697496967611
-0.3270894654772341,0.005010028503251173,-0.33209949398048527
-0.34036557102437903,0.0025160829857508245,-0.3428816540101299
-0.2960274084371047,-0.03890871013134603,-0.2571186983057586
-0.293935689375325,-0.019287767062997736,-0.27464792231232726
-0.3604518384088828,0.008196025176742353,-0.3686478635856251
-0.38365371592604625,-0.01204668683090539,-0.3716070290951409
-0.3445368788587988,-0.0017507504768694137,-0.3427861283819294
-0.3635873825338484,-0.08097740504179526,-0.2826099774920532
-0.3424014223164061,0.03496465803101327,-0.37736608034741936
-0.36415173563636416,0.038371671022289194,-0.4025234066586534
-0.366736975551144,-0.0018521446172254357,-0.36488483093391855
-0.30611791888522444,0.008545216813759344,-0.3146631356989838
-0.2906682886646631,-0.003910128692054707,-0.2867581599726084
-0.25463689776161874,0.005059329526565884,-0.25969622728818464
-0.28634374726307527,0.0240820232594821,-0.3104257705225574
-0.2972930269654694,-0.009567399599743188,-0.2877256273657262
-0.2959916755796474,-0.039643873837490684,-0.2563478017421567
-0.3381272568636551,0.025642213395186974,-0.36376947025884204
-0.29250106179349106,0.04284047796009624,-0.33534153975358727
-0.3516178053517818,0.007548209238991378,-0.35916601459077313
-0.3284535305942069,0.05533279286508159,-0.3837863234592885
-0.3860044154383584,0.02792563045445217,-0.41393004589281057
-0.2970929857162661,-0.009815139461790273,-0.28727784625447583
-0.38554738629590873,0.025374601663145566,-0.4109219879590543
-0.3387427746977288,-0.04119922829747331,-0.2975435464002555
-0.3686022180638846,0.032209630956317015,-0.4008118490202016
-0.27649394368372454,0.06636544948037,-0.34285939316409453
-0.32789624341942475,-0.0407861459699029,-0.2871100974495219
-0.2780494933631099,0.02266082802929237,-0.3007103213924023
-0.3781893694114024,0.004102107507443878,-0.3822914769188463
-0.2584946669744811,-0.019911999055952104,-0.238582667918529
-0.3470749115493829,-0.04124277536636401,-0.3058321361830189
-0.3504653467254922,-0.013679665107361719,-0.33678568161813044
-0.3027001518705877,0.00603278273369046,-0.30873293460427814
-0.3443073764596181,-0.016715447173999306,-0.3275919292856188
-0.32999598398439406,-0.028372914580653472,-0.30162306940374056
-0.29192130699351565,0.019837447927427514,-0.3117587549209432
-0.2880629405582179,-0.054123717765769144,-0.23393922279244878
-0.3294793683667749,-0.030757706892126327,-0.29872166147464857
-0.3309244549813377,-0.04690881984093602,-0.2840156351404017
-0.3332045918100075,0.02141798321209754,-0.35462257502210504
-0.3622059548309946,0.0430316549762056,-0.4052376098072002
-0.31105857506529133,0.020849565025753043,-0.33190814009104436
-0.3338683640535588,-0.01746261137676007,-0.3164057526767987
-0.3477918929030046,-0.022661201746389702,-0.3251306911566149
-0.3937233321853684,0.0032035205332720715,-0.3969268527186405
-0.2902540087705206,0.03544553177403801,-0.32569954054455863
-0.3465775837456779,-0.07152636603073434,-0.27505121771494356
-0.262606983702178,0.06175985140404993,-0.32436683510622794
-0.3567333043000373,-0.028049222608921138,-0.3286840816911162
-0.2938659297673957,-0.055779163128584684,-0.23808676663881098
-0.31625311267909856,0.007662390376300676,-0.32391550305539923
-0.2805873493865832,-0.033091010041588806,-0.24749633934499438
-0.3361647505713319,0.038380528009847745,-0.37454527858117964
-0.35777625622690923,-0.058616549329882806,-0.2991597068970264
-0.3246821487695027,-0.00317144995072445,-0.32151069881877825
-0.33455915601508873,0.005270561546030094,-0.33982971756111885
-0.33884331633791276,-0.0592199280707429,-0.27962338826716987
-0.3547542570153466,-0.0016862567770053179,-0.3530680002383413
-0.3013079092820094,-0.015039577494819309,-0.2862683317871901
-0.32973732356162855,-0.06050075944089655,-0.269236564120732
-0.3238656848334407,-0.043926606235013384,-0.2799390785984273
-0.35478384232130533,-0.028697431022458458,-0.32608641129884686
-0.3619757709866501,-0.03823758277453246,-0.32373818821211764
-0.3328911457488925,-0.025834356675330333,-0.30705678907356215
-0.34189528721786516,-0.050669190485358596,-0.29122609673250655
-0.350184050353556,0.01891598696684551,-0.3691000373204015
-0.31797418456478777,0.0010176017529719748,-0.31899178631775976
-0.2657549536479455,0.03284854073943524,-0.2986034943873807
-0.41195056186847123,0.053061162166857384,-0.46501172403532864
-0.38323448576268415,0.007725505374844163,-0.39095999113752833
-0.3095884322302237,-0.015805128042021565,-0.29378330418820214
-0.3001343117961107,-0.025379094186147765,-0.27475521760996297
-0.35573455091948486,0.014262610938494489,-0.3699971618579794
-0.3123011563429597,-0.03651991736995393,-0.27578123897300577
-0.31758975453880384,0.06606478398876411,-0.3836545385275679
-0.3602735906021484,-0.059444540004783344,-0.3008290505973651
-0.34177711230172547,-0.04108744551321539,-0.30068966678851006
-0.35358348884906077,-0.01644176329803565,-0.3371417255510251
-0.2868100023986649,0.011922393326698909,-0.2987323957253638
-0.31870569111325087,0.016393688143291774,-0.33509937925654265
-0.3959499387019678,-0.007363466867457552,-0.3885864718345103
-0.32864740927940317,0.042732778794079176,-0.37138018807348233
-0.33656658485951507,0.05377163250806716,-0.39033821736758223
